12,0.7087517934002868,0.610255858539886
60,0.8302615605341573,0.7488659437696428
120,0.8763381525217967,0.8005317378199633
600,0.9045359231872862,0.8427137456125399
1200,0.9160136850237279,0.8597362334097897
6000,0.9236839200971195,0.8713737990475071
12,0.7380531950115882,0.6454288362945927
60,0.8977485928705441,0.8360257919893218
120,0.8949895155060148,0.8252715293876588
600,0.9118750689769342,0.8503725341816136
1200,0.91242688444984,0.8511168434119437
6000,0.9267189051981017,0.8734366200327401
12,0.813651914799691,0.7319107036951746
60,0.8634256704557995,0.7899620329320213
120,0.8835669352168635,0.8028920219729027
600,0.9048118309237391,0.8391306667079
1200,0.9071846374572343,0.8435063389143748
6000,0.918552036199095,0.8611375025348145
12,0.7211124599933783,0.6465356340453187
60,0.869771548394217,0.8045597444172551
120,0.8971967773976383,0.834387510632129
600,0.9027701136739874,0.8374044427268551
1200,0.9120406136188058,0.8531365382781136
6000,0.9224147445094361,0.8682259048284225
12,0.6888312548283854,0.5622396022942423
60,0.8753448846705661,0.8067908816480734
120,0.8943825184858183,0.8215124197878332
600,0.8963690541882794,0.8375365646094881
1200,0.9096126255380201,0.8526213674567887
6000,0.9181105838207703,0.8615122017618403
12,0.8247434058050988,0.7110998813562656
60,0.8797042269065225,0.8042743386556325
120,0.8764485156163779,0.7998463492581757
600,0.8938307030129125,0.8305559218556869
1200,0.9098333517271825,0.8518983977239429
6000,0.9216422028473679,0.8672634181817304
12,0.7240922635470699,0.6779805377373419
60,0.8722547180222934,0.8153483645910197
120,0.8821873965345989,0.8205331391799535
600,0.9008939410661075,0.8389363291422085
1200,0.907350182099106,0.8466037428222183
6000,0.9190486701247101,0.8628062850074238
12,0.8082993047125041,0.725022220632399
60,0.863370488908509,0.7856044652856112
120,0.8945480631276901,0.8229140475015445
600,0.9118750689769342,0.8532014098343045
1200,0.9079571791193025,0.8462320028514639
6000,0.9220284736784019,0.8660414968158697
12,0.6205716808299304,0.51895397692155
60,0.8857741971084869,0.8113871937414601
120,0.880697494757753,0.8090980004405949
600,0.8991281315528088,0.8335206348419554
1200,0.9085089945922084,0.8452834503242933
